Name,Job_Role,Experience_Numeric_Weight,Technical_Skill_Proficiency,P1_Big5_Openness,P1_Big5_Conscientiousness,P1_Big5_Extraversion,P1_Big5_Agreeableness,P1_Big5_Neuroticism,P1_Dark_Machiavellianism,P1_Dark_Narcissism,P1_Dark_Psychopathy,P2_Behavior_Self_Efficacy,P2_Behavior_Self_Monitoring,P2_Behavior_Proactivity,P2_Behavior_Action_Orient,P2_Behavior_Psych_Capital,P3_Attitude_Utilitarian,P3_Attitude_Value_Express,P3_Attitude_Ego_Defensive,P3_Attitude_Knowledge,P4_Emotion_Pos_High_Act,P4_Emotion_Prosocial_Aff,P4_Emotion_Neg_High_Act,P4_Emotion_Neg_Low_Act,P4_Emotion_Threat_Apprehend,P5_Comm_Instrumental,P5_Comm_Expressive,P5_Comm_Controlled,P6_EI_Self_Control,P6_EI_Conflict_Management,P6_EI_Empathy_Resolution,P6_EI_Isolated_Focus,P7_Value_Openness_Change,P7_Value_Conservation,P7_Value_Social_Focus,P7_Value_Personal_Focus,P8_Interdep_Positive,P8_Interdep_Negative,P8_Interdep_No,Cluster_ID,PCA_X,PCA_Y
Lori Gonzalez,Software Engineer,0.5,0.88,0.46,0.59,0.7,0.27,0.55,0.72,0.82,0.41,0.54,0.63,0.48,0.54,0.42,0.99,0.24,0.8,0.36,0.74,0.51,0.51,0.48,0.56,0.7,0.38,0.52,0.62,0.47,0.43,0.55,0.7,0.6,0.18,0.82,0.06,0.6,0.43,2,4.360079615768995,2.9573375819055734
Gina Johnson,Software Engineer,0.0,0.79,0.97,0.68,0.46,0.42,0.42,0.38,0.38,0.35,0.81,0.52,0.57,0.51,0.64,0.62,0.28,0.36,0.88,0.54,0.61,0.55,0.5,0.48,0.81,0.42,0.82,0.64,0.77,0.37,0.99,0.5,0.72,0.57,0.46,0.42,0.41,0.89,1,2.7246899832761966,-1.4125653592300251
Yolanda Johnson,Software Engineer,0.5,0.85,0.63,0.74,0.72,0.94,0.47,0.17,0.24,0.01,0.37,0.7,0.45,0.57,0.71,0.24,0.67,0.33,0.52,0.67,0.99,0.41,0.33,0.34,0.34,0.69,0.56,0.77,0.84,0.68,0.39,0.56,0.84,0.99,0.1,0.81,0.44,0.4,3,-3.7434267255089164,-0.96743043510671
Stacy Smith,Software Engineer,0.5,0.81,0.94,0.85,0.32,0.33,0.6,0.2,0.48,0.45,0.76,0.55,0.78,0.74,0.57,0.69,0.34,0.29,0.92,0.48,0.5,0.13,0.44,0.55,0.63,0.3,0.47,0.45,0.57,0.4,0.99,0.76,0.68,0.19,0.69,0.29,0.14,0.95,1,3.5852629937385627,-1.3631681966258167
Jeffrey Gonzalez,Software Engineer,0.5,0.81,0.81,0.99,0.33,0.35,0.16,0.18,0.42,0.22,0.66,0.46,0.2,0.66,0.43,0.5,0.37,0.77,0.94,0.33,0.63,0.15,0.68,0.27,0.82,0.61,0.7,0.93,0.44,0.44,0.72,0.91,0.53,0.64,0.66,0.33,0.45,0.83,1,2.5597038027236914,-2.6446265179972195
James Larson,Software Engineer,0.0,0.75,0.68,0.66,0.57,0.99,0.37,0.28,0.45,0.19,0.84,0.76,0.55,0.7,0.99,0.63,0.84,0.33,0.7,0.85,0.99,0.21,0.5,0.35,0.55,0.96,0.71,0.89,0.79,0.99,0.4,0.67,0.72,0.99,0.17,0.73,0.6,0.36,3,-3.7040107293593,-0.44244265570829905
Linda Stone,Software Engineer,1.0,0.98,0.62,0.77,0.31,0.99,0.41,0.01,0.51,0.42,0.45,0.77,0.58,0.33,0.75,0.61,0.62,0.52,0.66,0.58,0.86,0.03,0.36,0.27,0.39,0.53,0.59,0.78,0.64,0.99,0.34,0.52,0.54,0.98,0.56,0.99,0.47,0.1,3,-2.9144723217010977,-0.2536760796217656
Barbara Gross,Software Engineer,0.5,0.74,0.45,0.34,0.64,0.98,0.07,0.29,0.41,0.01,0.62,0.99,0.65,0.56,0.86,0.3,0.92,0.42,0.62,0.73,0.7,0.05,0.24,0.29,0.61,0.89,0.63,0.93,0.71,0.99,0.18,0.84,0.55,0.55,0.46,0.97,0.13,0.24,3,-4.886763619590199,-0.011858587499763488
Kevin Murphy,Software Engineer,0.0,0.75,0.99,0.47,0.98,0.73,0.34,0.18,0.41,0.01,0.42,0.87,0.28,0.42,0.79,0.21,0.57,0.19,0.27,0.49,0.99,0.39,0.64,0.39,0.65,0.69,0.57,0.81,0.57,0.93,0.21,0.58,0.7,0.62,0.36,0.92,0.12,0.31,3,-3.3974253322871912,-0.48056051514495157
Barbara Gross,Financial Analyst,0.5,0.88,0.66,0.72,0.87,0.55,0.19,0.31,0.64,0.16,0.87,0.66,0.87,0.66,0.77,0.52,0.67,0.55,0.74,0.9,0.67,0.19,0.51,0.09,0.83,0.86,0.36,0.75,0.77,0.88,0.43,0.83,0.27,0.39,0.7,0.66,0.44,0.19,0,-2.0871124639432366,2.01997732147331
Ann White,Software Engineer,1.0,0.93,0.37,0.32,0.31,0.43,0.57,0.91,0.99,0.52,0.7,0.87,0.53,0.45,0.48,0.99,0.45,0.67,0.39,0.38,0.01,0.73,0.5,0.56,0.53,0.5,0.25,0.31,0.24,0.47,0.5,0.75,0.47,0.31,0.86,0.17,0.86,0.44,2,5.025560630333661,5.356866613895389
William Evans,Financial Analyst,1.0,0.9,0.86,0.57,0.99,0.71,0.29,0.43,0.81,0.13,0.94,0.62,0.99,0.81,0.94,0.54,0.46,0.31,0.74,0.77,0.66,0.37,0.01,0.33,0.57,0.7,0.73,0.87,0.61,0.69,0.32,0.81,0.26,0.39,0.76,0.74,0.3,0.56,0,-1.8945572133456337,1.7360708113886718
Meagan Orozco,Software Engineer,0.0,0.72,0.47,0.52,0.43,0.99,0.44,0.05,0.14,0.23,0.53,0.94,0.44,0.28,0.78,0.31,0.77,0.2,0.69,0.76,0.9,0.28,0.3,0.09,0.51,0.86,0.65,0.72,0.94,0.89,0.41,0.64,0.34,0.82,0.21,0.78,0.21,0.45,3,-4.3956740684924265,-0.7607040642122033
Joshua Carter,Marketing Manager,1.0,0.91,0.75,0.97,0.23,0.64,0.53,0.54,0.28,0.07,0.66,0.36,0.75,0.99,0.65,0.7,0.4,0.52,0.99,0.77,0.62,0.52,0.57,0.39,0.69,0.3,0.81,0.43,0.43,0.33,0.99,0.62,0.65,0.24,0.99,0.14,0.37,0.66,1,3.9265461392185386,-1.736332622986387
Michael Harrell,Software Engineer,1.0,0.99,0.98,0.99,0.31,0.57,0.43,0.42,0.41,0.51,0.79,0.26,0.59,0.81,0.48,0.57,0.59,0.32,0.79,0.43,0.49,0.52,0.55,0.33,0.99,0.43,0.9,0.79,0.37,0.31,0.8,0.85,0.42,0.15,0.48,0.21,0.18,0.87,1,3.646534420791598,-2.0237270162787646
William Moore,Software Engineer,1.0,0.88,0.6,0.62,0.56,0.2,0.63,0.8,0.9,0.26,0.51,0.73,0.61,0.61,0.44,0.78,0.3,0.99,0.73,0.52,0.26,0.83,0.62,0.61,0.64,0.72,0.44,0.65,0.38,0.26,0.81,0.6,0.47,0.07,0.95,0.23,0.73,0.43,2,5.503026518234965,3.6099406178042908
Lisa Blair,Software Engineer,1.0,0.93,0.54,0.56,0.85,0.88,0.44,0.01,0.22,0.04,0.61,0.6,0.31,0.7,0.71,0.48,0.57,0.01,0.64,0.79,0.76,0.1,0.49,0.29,0.3,0.53,0.5,0.69,0.96,0.85,0.28,0.51,0.76,0.99,0.48,0.84,0.26,0.01,3,-4.072363767732596,-1.2480777595344532
Chelsea Snyder MD,Software Engineer,0.5,0.87,0.54,0.86,0.21,0.46,0.7,0.17,0.4,0.12,0.7,0.51,0.55,0.67,0.5,0.75,0.71,0.26,0.99,0.68,0.66,0.4,0.63,0.25,0.7,0.41,0.79,0.63,0.07,0.38,0.67,0.77,0.57,0.26,0.99,0.56,0.46,0.99,1,3.1844041835670405,-1.9670640277580376
Jason Rogers,Software Engineer,0.0,0.82,0.56,0.67,0.8,0.73,0.24,0.01,0.31,0.01,0.85,0.53,0.59,0.72,0.99,0.67,0.96,0.25,0.77,0.74,0.9,0.16,0.56,0.18,0.29,0.81,0.33,0.77,0.99,0.91,0.3,0.52,0.32,0.98,0.35,0.94,0.01,0.41,3,-4.740276134591813,-0.8610049853111245
Andrew Perez,Software Engineer,0.0,0.75,0.61,0.58,0.54,0.89,0.33,0.22,0.22,0.24,0.62,0.57,0.71,0.65,0.78,0.16,0.64,0.55,0.37,0.66,0.85,0.3,0.08,0.33,0.2,0.76,0.5,0.62,0.98,0.81,0.37,0.73,0.74,0.67,0.49,0.85,0.14,0.13,3,-3.7919766652708535,0.25661174891183974
Michael Harrell,Software Engineer,1.0,0.97,0.76,0.83,0.98,0.92,0.44,0.29,0.24,0.01,0.62,0.58,0.71,0.77,0.65,0.57,0.57,0.47,0.58,0.77,0.99,0.34,0.28,0.43,0.3,0.46,0.77,0.55,0.99,0.87,0.3,0.51,0.48,0.85,0.38,0.71,0.31,0.42,3,-2.878646387414582,-0.2240958422876707
Bryan Chapman,Software Engineer,0.0,0.77,0.83,0.68,0.93,0.67,0.36,0.62,0.7,0.03,0.64,0.88,0.81,0.82,0.92,0.65,0.66,0.22,0.76,0.94,0.46,0.26,0.64,0.24,0.6,0.86,0.49,0.44,0.77,0.47,0.64,0.92,0.31,0.67,0.89,0.73,0.72,0.57,0,-1.0051676685640887,2.627908996209585
Jeffrey Gonzalez,Software Engineer,0.5,0.88,0.65,0.67,0.9,0.73,0.05,0.05,0.38,0.08,0.52,0.6,0.58,0.6,0.59,0.19,0.67,0.39,0.54,0.48,0.84,0.26,0.08,0.12,0.56,0.57,0.72,0.52,0.62,0.85,0.19,0.57,0.57,0.77,0.21,0.92,0.23,0.31,3,-3.643323624665496,-0.5577893930097836
Kayla Armstrong,Software Engineer,0.0,0.72,0.86,0.64,0.64,0.99,0.25,0.03,0.31,0.03,0.2,0.62,0.47,0.43,0.89,0.28,0.82,0.07,0.74,0.51,0.5,0.44,0.17,0.56,0.53,0.87,0.76,0.77,0.87,0.99,0.32,0.54,0.64,0.53,0.55,0.99,0.38,0.47,3,-3.376016274217221,-1.3903002882272077
Kenneth Grant,Software Engineer,1.0,0.9,0.67,0.48,0.92,0.77,0.22,0.16,0.31,0.59,0.56,0.52,0.57,0.47,0.74,0.49,0.59,0.2,0.64,0.58,0.84,0.29,0.28,0.32,0.5,0.65,0.38,0.59,0.67,0.99,0.04,0.74,0.45,0.99,0.29,0.85,0.28,0.49,3,-3.300124930453492,1.0237040651190226
Benjamin Ritter,Software Engineer,0.0,0.8,0.49,0.52,0.91,0.99,0.39,0.04,0.56,0.01,0.6,0.76,0.84,0.74,0.73,0.26,0.9,0.17,0.63,0.49,0.94,0.32,0.11,0.45,0.53,0.86,0.54,0.78,0.86,0.83,0.33,0.84,0.71,0.67,0.5,0.99,0.18,0.38,3,-4.3355313490338245,0.11680859788779756
Andrew Perez,Software Engineer,0.0,0.79,0.71,0.71,0.84,0.77,0.41,0.11,0.33,0.07,0.64,0.99,0.63,0.63,0.99,0.02,0.73,0.18,0.47,0.47,0.82,0.35,0.28,0.42,0.46,0.92,0.52,0.47,0.61,0.78,0.17,0.56,0.72,0.62,0.58,0.73,0.01,0.28,3,-3.703844842152268,0.06038586050392151
Jennifer Edwards,Software Engineer,0.0,0.79,0.62,0.96,0.23,0.33,0.47,0.52,0.43,0.01,0.58,0.41,0.46,0.65,0.45,0.49,0.75,0.4,0.95,0.5,0.46,0.34,0.28,0.17,0.86,0.33,0.89,0.76,0.33,0.62,0.96,0.8,0.94,0.66,0.85,0.48,0.46,0.76,1,2.6087279199495867,-2.7296327357068466
Andrew Perez,Software Engineer,0.0,0.74,0.97,0.56,0.98,0.57,0.52,0.45,0.69,0.37,0.77,0.56,0.97,0.67,0.7,0.6,0.71,0.45,0.47,0.74,0.43,0.37,0.01,0.42,0.71,0.73,0.61,0.68,0.78,0.6,0.42,0.98,0.43,0.91,0.77,0.8,0.38,0.45,0,-1.3127899231983577,3.0284451277220588
Pamela Vargas,Software Engineer,1.0,0.97,0.69,0.74,0.8,0.74,0.11,0.23,0.42,0.15,0.87,0.75,0.55,0.7,0.98,0.2,0.58,0.2,0.99,0.66,0.83,0.34,0.45,0.33,0.62,0.57,0.49,0.92,0.85,0.66,0.1,0.53,0.55,0.92,0.3,0.91,0.13,0.48,3,-3.614058735213455,-1.1381875704437066
Andrew Perez,HR Executive,0.0,0.74,0.95,0.91,0.11,0.56,0.43,0.55,0.42,0.32,0.78,0.28,0.6,0.7,0.46,0.6,0.28,0.56,0.99,0.67,0.51,0.34,0.41,0.25,0.99,0.14,0.62,0.62,0.43,0.54,0.75,0.4,0.57,0.33,0.71,0.36,0.25,0.65,1,3.720232512553958,-1.7833830956066272
Dr. William Wagner,Software Engineer,1.0,0.94,0.73,0.9,0.15,0.57,0.34,0.41,0.33,0.01,0.95,0.71,0.47,0.57,0.83,0.98,0.42,0.37,0.84,0.25,0.41,0.61,0.42,0.24,0.87,0.2,0.74,0.46,0.29,0.56,0.87,0.58,0.62,0.26,0.63,0.57,0.42,0.85,1,3.351732275775562,-1.883197820529098
Kenneth Grant,HR Executive,1.0,0.96,0.89,0.99,0.2,0.44,0.38,0.46,0.31,0.33,0.69,0.29,0.67,0.75,0.71,0.67,0.57,0.24,0.71,0.64,0.44,0.31,0.31,0.52,0.99,0.39,0.68,0.86,0.5,0.39,0.99,0.67,0.38,0.3,0.83,0.29,0.02,0.99,1,3.0226266798287273,-2.3043149222790085
Heather Miranda,Software Engineer,0.5,0.96,0.52,0.89,0.08,0.37,0.4,0.01,0.29,0.08,0.53,0.28,0.34,0.77,0.78,0.65,0.36,0.34,0.68,0.31,0.2,0.15,0.69,0.3,0.36,0.21,0.51,0.66,0.44,0.46,0.84,0.64,0.38,0.34,0.9,0.67,0.26,0.83,1,2.593174872535957,-2.9516668106939257
Diana Medina,HR Executive,0.0,0.73,0.99,0.74,0.97,0.36,0.3,0.35,0.75,0.37,0.99,0.61,0.68,0.99,0.75,0.81,0.64,0.68,0.88,0.83,0.55,0.4,0.08,0.18,0.62,0.78,0.38,0.58,0.65,0.61,0.62,0.99,0.15,0.64,0.7,0.6,0.72,0.32,0,-0.24372091819828687,3.392046624276086
Linda Stone,Software Engineer,1.0,0.99,0.75,0.8,0.4,0.74,0.32,0.28,0.3,0.15,0.51,0.39,0.86,0.45,0.83,0.38,0.88,0.27,0.62,0.3,0.72,0.36,0.4,0.16,0.21,0.77,0.16,0.58,0.99,0.99,0.37,0.7,0.26,0.74,0.31,0.74,0.15,0.49,3,-3.2222460400782564,0.23857896064151204
Amy Cox,Software Engineer,0.5,0.8,0.55,0.74,0.49,0.96,0.08,0.24,0.47,0.01,0.69,0.72,0.4,0.42,0.69,0.28,0.72,0.19,0.66,0.82,0.62,0.21,0.16,0.14,0.21,0.5,0.52,0.81,0.91,0.69,0.13,0.69,0.49,0.98,0.18,0.57,0.29,0.02,3,-4.4517044636946626,-0.5743026328314732
Phyllis Weaver,Software Engineer,0.5,0.85,0.81,0.81,0.47,0.34,0.28,0.06,0.47,0.13,0.75,0.55,0.71,0.7,0.66,0.56,0.7,0.38,0.86,0.44,0.63,0.38,0.56,0.45,0.77,0.44,0.8,0.51,0.3,0.47,0.99,0.95,0.33,0.35,0.82,0.44,0.45,0.95,1,2.571971709385985,-1.3467273497762733
Kenneth Grant,Software Engineer,1.0,0.94,0.71,0.59,0.5,0.94,0.54,0.24,0.4,0.01,0.64,0.73,0.42,0.67,0.86,0.36,0.75,0.56,0.51,0.53,0.68,0.29,0.01,0.22,0.3,0.74,0.59,0.8,0.94,0.99,0.25,0.55,0.68,0.6,0.46,0.87,0.27,0.35,3,-3.566103204612484,-0.24044438561657594
Cassandra Figueroa,Software Engineer,1.0,0.89,0.76,0.86,0.9,0.34,0.21,0.68,0.39,0.64,0.76,0.94,0.8,0.92,0.96,0.86,0.56,0.22,0.69,0.65,0.59,0.28,0.41,0.16,0.44,0.96,0.53,0.6,0.86,0.73,0.29,0.78,0.18,0.43,0.84,0.76,0.51,0.59,0,-1.267472053448015,2.8518517252205537
Brian Thompson,Software Engineer,0.0,0.8,0.82,0.96,0.66,0.41,0.38,0.46,0.72,0.32,0.91,0.85,0.87,0.9,0.64,0.55,0.78,0.37,0.73,0.75,0.49,0.44,0.2,0.12,0.57,0.65,0.45,0.56,0.94,0.74,0.44,0.99,0.33,0.72,0.8,0.77,0.29,0.35,0,-1.4292457504956522,2.378408116202379
Heather Jackson,Software Engineer,0.0,0.79,0.69,0.74,0.6,0.5,0.42,0.46,0.17,0.41,0.66,0.67,0.45,0.86,0.23,0.52,0.41,0.1,0.94,0.55,0.3,0.35,0.57,0.08,0.61,0.25,0.75,0.64,0.58,0.52,0.95,0.49,0.62,0.3,0.97,0.43,0.2,0.98,1,2.881771050789821,-2.0460229215655645
Joanne Schmidt,Software Engineer,0.5,0.82,0.73,0.78,0.88,0.37,0.27,0.56,0.66,0.36,0.99,0.85,0.83,0.74,0.65,0.58,0.41,0.17,0.8,0.99,0.56,0.29,0.01,0.51,0.5,0.53,0.46,0.59,0.7,0.47,0.46,0.77,0.28,0.61,0.65,0.51,0.22,0.23,0,-0.9673452375275334,2.4347152119763096
John Estes,Software Engineer,1.0,0.91,0.79,0.76,0.9,0.42,0.46,0.53,0.63,0.24,0.79,0.67,0.67,0.79,0.88,0.78,0.59,0.51,0.99,0.8,0.65,0.06,0.06,0.26,0.55,0.99,0.59,0.74,0.7,0.45,0.32,0.89,0.25,0.75,0.86,0.7,0.13,0.66,0,-1.3512260432694025,1.4539731694929592
Joshua Gonzales,Software Engineer,0.0,0.77,0.63,0.49,0.36,0.83,0.22,0.29,0.66,0.34,0.34,0.99,0.65,0.56,0.99,0.02,0.67,0.28,0.61,0.93,0.99,0.35,0.26,0.44,0.36,0.87,0.49,0.79,0.63,0.99,0.23,0.44,0.41,0.8,0.21,0.96,0.16,0.44,3,-4.659489237479201,0.7836613944327493
Andrew Cooper,Software Engineer,0.0,0.8,0.96,0.78,0.55,0.23,0.99,0.64,0.74,0.65,0.65,0.39,0.67,0.35,0.62,0.58,0.36,0.47,0.18,0.32,0.15,0.97,0.49,0.74,0.69,0.54,0.29,0.23,0.08,0.35,0.64,0.67,0.48,0.55,0.88,0.45,0.75,0.36,2,5.400412608539036,4.4591542041275405
Ann White,Software Engineer,1.0,0.98,0.78,0.93,0.35,0.58,0.57,0.2,0.29,0.06,0.82,0.58,0.42,0.81,0.48,0.8,0.11,0.63,0.69,0.53,0.66,0.17,0.71,0.72,0.9,0.3,0.72,0.74,0.56,0.15,0.81,0.61,0.49,0.24,0.56,0.63,0.21,0.83,1,3.4247285894538986,-2.53131530990919
Jennifer Edwards,Software Engineer,0.0,0.72,0.46,0.54,0.79,0.97,0.46,0.27,0.32,0.24,0.61,0.71,0.28,0.73,0.83,0.52,0.33,0.24,0.47,0.93,0.94,0.29,0.24,0.36,0.31,0.74,0.51,0.99,0.99,0.99,0.08,0.78,0.58,0.99,0.4,0.85,0.24,0.03,3,-4.640807516161337,0.3027009251550848
Michael Harrell,Software Engineer,1.0,0.97,0.7,0.72,0.21,0.61,0.75,0.33,0.53,0.38,0.71,0.55,0.65,0.84,0.54,0.81,0.63,0.54,0.99,0.47,0.61,0.54,0.38,0.19,0.99,0.23,0.64,0.68,0.41,0.16,0.98,0.83,0.45,0.35,0.6,0.27,0.21,0.93,1,3.8218053003526684,-0.9332323502226142
Robert Barton,Software Engineer,1.0,0.97,0.78,0.86,0.45,0.63,0.48,0.41,0.34,0.34,0.58,0.05,0.67,0.8,0.58,0.86,0.34,0.29,0.72,0.59,0.21,0.23,0.49,0.22,0.7,0.01,0.84,0.55,0.29,0.26,0.79,0.46,0.89,0.01,0.68,0.42,0.18,0.88,1,4.152940393809871,-2.7409819702955573
Natasha Turner,Software Engineer,0.5,0.83,0.99,0.65,0.83,0.65,0.7,0.3,0.42,0.26,0.74,0.8,0.88,0.63,0.86,0.93,0.53,0.4,0.37,0.79,0.6,0.38,0.27,0.13,0.89,0.69,0.32,0.59,0.84,0.68,0.32,0.99,0.34,0.39,0.84,0.68,0.39,0.53,0,-0.9076268220178201,2.8430623661159755
Margaret Lopez,Financial Analyst,0.0,0.72,0.53,0.48,0.82,0.99,0.39,0.09,0.29,0.38,0.47,0.87,0.33,0.85,0.74,0.73,0.99,0.23,0.49,0.73,0.82,0.19,0.05,0.22,0.28,0.83,0.75,0.86,0.9,0.72,0.33,0.77,0.46,0.87,0.33,0.99,0.33,0.39,3,-4.524472133060979,0.11621610114176054
Ruth Lyons,Software Engineer,1.0,0.9,0.65,0.79,0.3,0.5,0.36,0.21,0.48,0.19,0.77,0.4,0.6,0.77,0.56,0.64,0.43,0.23,0.73,0.58,0.49,0.21,0.43,0.17,0.82,0.25,0.99,0.74,0.31,0.3,0.95,0.83,0.88,0.52,0.82,0.61,0.31,0.85,1,2.501036621713964,-2.9588806244584003
Chelsea Snyder MD,Software Engineer,0.5,0.87,0.62,0.58,0.52,0.77,0.29,0.27,0.11,0.01,0.76,0.83,0.68,0.81,0.88,0.34,0.77,0.5,0.99,0.77,0.93,0.36,0.3,0.47,0.6,0.8,0.55,0.52,0.96,0.88,0.19,0.48,0.65,0.61,0.39,0.98,0.28,0.24,3,-3.4300693339417774,-0.3456832700601419
William Evans,Software Engineer,1.0,0.93,0.66,0.67,0.4,0.62,0.23,0.39,0.26,0.4,0.85,0.58,0.37,0.6,0.54,0.62,0.51,0.24,0.99,0.76,0.62,0.43,0.43,0.43,0.69,0.32,0.8,0.53,0.69,0.44,0.7,0.67,0.51,0.22,0.99,0.4,0.45,0.91,1,2.357038907501233,-1.276185161071398
Bryan Cooper,Software Engineer,0.5,0.81,0.5,0.64,0.33,0.57,0.6,0.45,0.17,0.28,0.84,0.12,0.49,0.65,0.5,0.77,0.28,0.46,0.93,0.66,0.28,0.12,0.49,0.36,0.99,0.37,0.76,0.62,0.27,0.53,0.84,0.69,0.61,0.38,0.49,0.53,0.17,0.83,1,3.454289646105453,-2.387263670193359
Amy Cox,Software Engineer,0.5,0.88,0.65,0.7,0.62,0.7,0.47,0.69,0.64,0.66,0.67,0.53,0.77,0.54,0.24,0.89,0.29,0.82,0.63,0.6,0.39,0.76,0.35,0.5,0.75,0.68,0.32,0.38,0.17,0.35,0.59,0.53,0.58,0.15,0.99,0.19,0.99,0.26,2,5.08266401235886,4.229125485184414
Jennifer Burke,Software Engineer,1.0,0.99,0.48,0.48,0.75,0.4,0.69,0.62,0.99,0.81,0.73,0.48,0.74,0.42,0.37,0.55,0.16,0.87,0.65,0.55,0.35,0.74,0.44,0.59,0.87,0.45,0.58,0.32,0.2,0.3,0.62,0.54,0.64,0.37,0.64,0.53,0.39,0.82,2,5.188020831586684,3.464808613665598
Amy Cox,Software Engineer,0.5,0.9,0.7,0.45,0.54,0.38,0.96,0.8,0.65,0.56,0.6,0.85,0.55,0.55,0.39,0.6,0.3,0.43,0.53,0.52,0.12,0.67,0.3,0.22,0.52,0.55,0.35,0.38,0.66,0.45,0.68,0.48,0.68,0.44,0.98,0.3,0.66,0.73,2,3.979023082923936,3.5904109337297996
Bryan Cooper,Software Engineer,0.5,0.86,0.68,0.64,0.73,0.73,0.27,0.22,0.12,0.25,0.39,0.78,0.81,0.7,0.9,0.27,0.99,0.46,0.47,0.63,0.99,0.52,0.11,0.15,0.43,0.42,0.6,0.93,0.63,0.87,0.21,0.9,0.46,0.99,0.26,0.97,0.24,0.28,3,-4.619523743669543,0.18870104339311064
Jason Rogers,Software Engineer,0.0,0.81,0.85,0.62,0.18,0.64,0.34,0.38,0.74,0.01,0.73,0.51,0.35,0.68,0.42,0.79,0.35,0.34,0.98,0.58,0.6,0.61,0.46,0.72,0.83,0.5,0.75,0.78,0.39,0.65,0.99,0.67,0.62,0.21,0.89,0.53,0.12,0.99,1,3.43846462365799,-2.0669350867210206
Bryan Chapman,Software Engineer,0.0,0.72,0.56,0.76,0.6,0.67,0.07,0.37,0.19,0.07,0.75,0.65,0.29,0.36,0.79,0.47,0.72,0.31,0.36,0.47,0.99,0.43,0.42,0.2,0.41,0.75,0.8,0.81,0.93,0.82,0.42,0.7,0.56,0.74,0.33,0.69,0.19,0.31,3,-3.1820883643871563,-1.3083384320319418
Jeffrey Gonzalez,Software Engineer,0.5,0.73,0.98,0.64,0.21,0.38,0.44,0.4,0.45,0.36,0.99,0.35,0.38,0.66,0.43,0.65,0.22,0.27,0.6,0.68,0.47,0.63,0.62,0.58,0.78,0.37,0.62,0.57,0.45,0.19,0.77,0.82,0.53,0.24,0.69,0.51,0.35,0.82,1,4.101068699880524,-0.5556538701109918
Kayla Armstrong,Software Engineer,0.0,0.73,0.71,0.68,0.68,0.85,0.24,0.17,0.38,0.22,0.41,0.73,0.32,0.7,0.92,0.31,0.73,0.01,0.75,0.81,0.99,0.47,0.12,0.43,0.67,0.53,0.57,0.7,0.98,0.49,0.57,0.63,0.69,0.84,0.42,0.5,0.14,0.43,3,-2.9133269827699517,-1.2761134341928446
Linda Stone,Software Engineer,1.0,0.99,0.48,0.66,0.42,0.9,0.44,0.12,0.2,0.45,0.87,0.81,0.44,0.69,0.65,0.2,0.82,0.18,0.3,0.79,0.99,0.35,0.23,0.01,0.47,0.65,0.46,0.46,0.99,0.69,0.03,0.9,0.55,0.83,0.4,0.92,0.23,0.07,3,-4.420428539086155,0.8390185476797087
Douglas Weber,Software Engineer,1.0,0.91,0.59,0.58,0.55,0.71,0.34,0.33,0.25,0.09,0.52,0.89,0.55,0.66,0.85,0.35,0.58,0.1,0.77,0.59,0.79,0.08,0.12,0.18,0.7,0.85,0.52,0.91,0.83,0.99,0.63,0.8,0.56,0.95,0.35,0.57,0.1,0.16,3,-3.869948554241532,-0.9731867165324004
Linda Stone,Data Scientist,1.0,0.89,0.99,0.69,0.22,0.65,0.62,0.4,0.4,0.52,0.54,0.14,0.21,0.57,0.49,0.76,0.6,0.54,0.98,0.36,0.51,0.24,0.54,0.41,0.93,0.66,0.75,0.48,0.21,0.32,0.99,0.77,0.63,0.41,0.86,0.17,0.45,0.91,1,4.749007334610669,-1.6796623072410382
Jennifer Garcia,Software Engineer,1.0,0.99,0.62,0.51,0.78,0.65,0.2,0.16,0.47,0.17,0.79,0.83,0.63,0.55,0.95,0.35,0.49,0.22,0.67,0.46,0.72,0.07,0.42,0.55,0.42,0.83,0.68,0.98,0.75,0.82,0.25,0.66,0.93,0.85,0.22,0.68,0.39,0.17,3,-3.4506013268439983,-0.710808377799817
Margaret Lopez,Software Engineer,0.0,0.78,0.63,0.48,0.5,0.38,0.69,0.99,0.86,0.52,0.69,0.61,0.46,0.23,0.74,0.72,0.33,0.83,0.52,0.07,0.23,0.99,0.47,0.8,0.75,0.4,0.42,0.36,0.35,0.21,0.4,0.63,0.46,0.5,0.84,0.07,0.85,0.51,2,5.936322388251798,4.536735444873135
Linda Stone,Software Engineer,1.0,0.91,0.74,0.61,0.99,0.62,0.21,0.16,0.46,0.32,0.76,0.59,0.76,0.79,0.87,0.65,0.66,0.32,0.63,0.98,0.66,0.71,0.34,0.18,0.56,0.89,0.38,0.72,0.59,0.65,0.24,0.97,0.16,0.69,0.72,0.72,0.34,0.34,0,-2.531663784794533,2.6749898208356377
Jason Rogers,Software Engineer,0.0,0.81,0.67,0.71,0.76,0.86,0.07,0.42,0.28,0.13,0.86,0.62,0.54,0.63,0.77,0.44,0.66,0.24,0.62,0.91,0.99,0.28,0.48,0.19,0.79,0.71,0.6,0.83,0.98,0.82,0.01,0.75,0.41,0.97,0.46,0.88,0.34,0.23,3,-4.001344875407817,-0.024500681847758093
